Struktur;Extradeck;Typ;Name;Untertyp;Zweihändig;Bedingung;Stats;CenterText;Text;Flavor_text;Stufe;Rasse;Win;Lose;Scrapped;Druck1;Druck2;Druck3;Druck4
normal;;Equipment2;Anderthalbhänder;Weapon;Zweihändig;;+7 / -1;;"Kann als eine einhändige Waffe ausgerüstet werden, wenn deine andere Waffe dir ohne Effekt maximal +1 Kampfstärke gibt oder du ""Armlos"" bist.";;;;;;Die ausgerüste Waffe kann unter den selben Bedingungen als Einhandwaffe benutzt werden.;0;1;1;0
normal;;Equipment2;Vollkommene Illusion;Weapon;;;;;"Spiegelt deine andere ausgerüstete Waffe in all seinen Aspekten.
Auch Armlose können ""Vollkommene Illiusion"" auf ihren fehlenden Waffenarm ausrüsten.";Sie ist..., ist sie? Ja sie ist!;;;;;Kann nicht…;0;1;1;0
normal;;Equipment2;Wurfstern;Weapon;;;+5 / 0;;Wenn du einen Kampf verlierst, dann verlierst du auch diese Waffe.;;;;;;+2/0, du verlierst die Waffe, wenn du den Kampf verlierst.;0;1;1;0
normal;TRUE;Equipment3;Des Todes Maske;Helmet;;;+6 / 0;;"Wenn du gegen zwei oder mehr Spieler kämpfst, zählt ihre höchste Kampfstärke für alle.
Du kannst diesen Helm nicht verlieren.";;;;;;;0;1;1;0
normal;TRUE;Equipment3;Ewiges Gewand;Armor;;;+9 / 0;;"Du ignorierst die Effekte aller Felder, außer die von Katastrophenfeldern. Auch über Monsterfelder läufst du hinweg.
Du kannst diese Rüstung nicht verlieren.";;;;;;;0;1;1;0
normal;TRUE;Equipment3;Geduld;CharacterTrait;;;;;"Wenn du einen Kampf verlierst, musst du deinen nächsten Zug aussetzen.
Du kannst diese Charaktereigenschaft nicht verlieren.";;;;;;;0;1;1;0
normal;TRUE;Equipment3;Havels Amulett;Artifact;;;+1 / 0;Gegen Monster;;;;;;;;0;1;1;0
normal;TRUE;Equipment3;Havels Helm;Helmet;;;+3 / -1;;;;;;;;+2/0;0;1;1;0
normal;TRUE;Equipment3;Havels Rüstung;Armor;;;+5 / -2;;;;;;;;"Noch schwerer, noch sicherer:
+2/-2";0;1;1;0
normal;TRUE;Equipment3;Havels Schuhe;Shoes;;;+1 / +5;;;;;;;;0/+3;0;1;1;0
normal;TRUE;Equipment3;Havels Zweihänder;Weapon;Zweihändig;;+11 / -3;;;;;;;;+2/+2;0;1;1;0
normal;TRUE;Equipment3;Pflock;Weapon;;NotVampire;+5 / +2;;Hat stattdessen +8/+2, wenn du gegen einen Vampir kämpfst.;Das perfekte Hausmittel gegen Ungeziefer.;;;;;+1/+2;0;1;1;0
normal;TRUE;Equipment3;Säbelzahn;Weapon;;NotVegan;+7 / 0;;Hat stattdessen 0/+1, wenn du gegen einen Veganer kämpfst.;Aus Zorn, da du den König der Tiere getötet hast.;;;;;+2/0;0;1;1;0
normal;TRUE;Equipment3;Sanduhr;Artifact;;;;;"Immer wenn du an einem Spieler vorbeilaufen würdest, betrittst du stattdessen sein Feld und kämpfst gegen die Spieler auf diesem Feld.

Du kannst dieses Artifact nicht verlieren.";;;;;;;0;1;1;0
normal;TRUE;Equipment3;Seelenfänger;Weapon;Zweihändig;;+13/ 0;;"Immer wenn du einen Spieler im Kampf besiegst, stirbt dieser und tritt dem Tod bei. Sie spielen als ein Spieler weiter.
Der Tod erhält +1/+2 für jeden getöteten Spieler.
Du kannst diese Waffe nicht verlieren.";;;;;;;0;1;1;0
normal;TRUE;Equipment3;Weltenwanderer;Shoes;;;D12 || D12;;"Am Anfang deines Zuges würfelst du mit zwei D12. deine Bewegung entspricht dem höheren Wurfergebnis.
Du kannst diese Schuhe nicht verlieren.";;;;;;;0;1;1;0
normal;;Equipment3;Die Hand Gottes;Weapon;;;"+1 / 0
Faith+3";;;;;;;;"-1/0
Faith+2";0;1;1;0
normal;;Equipment3;Die Hand des Teufels;Weapon;;;"+13 / 0
Faith-3";;;;;;;;"+7/0
Faith-2";0;1;1;0
normal;;Equipment3;Helm des Antichristen;Helmet;;;"+4 / +2
Faith-1";;;;;;;;+2/0;0;1;1;0
normal;;Equipment3;Windklinge;Weapon;;;+4 / +4;;;Schnell wie der Blitz.;;;;;+1/+3;0;1;1;0
normal;;Equipment3;Amulett des Wirbelsturms;Artifact;;;;;"Wenn diese Karte zum ersten mal ausgerüstet wird, erhälst sie 5 Zählmarken.
Du kannst pro Runde eine Zählmarke vor deinem Bewegungswurf von dieser Karte entfernen, um für deinen Zug 0/+3 zu erhalten.";;;;;;;0;1;1;0
normal;;Equipment3;7 Meilen Stiefel;Shoes;;;+1 / -2;;"Lege an Ende jeder Runde, in der du keinen Kampf verloren hast, eine Zählmarke auf diese Karte. Du erhälst 0/+2 für jede Zählmarke.

Solltest du einen Kampf verlieren und nicht fliehen können, entferne 5 Zählmarken von dieser Karte.
(Maximal 7 Zählmarken).";;;;;;"Transferiere alle gesammelten Zählmarken auf die neuen Schuhe.
Sie erhalten 0/+1 für jede Zählmarke.";0;1;1;0
normal;;Equipment3;Cowboy Stiefel;Shoes;;;+1 / +5;;"Kavellerieangriff: Haben stattdessem +4/+5, wenn du den ""2.5 Promille Gaul"" reitest.";"Hüh hot mein braves Pferd!
Auf, auf in den Kampf!";;;;;0/+3;0;1;1;0
normal;;Equipment3;Das Siegel des Propheten;Artifact;;;;;"Wenn diese Karte zum ersten Mal ausgerüstet wird, erhält sie 3 Zählmarken.
Du kannst am Anfang deines Zuges eine Zählmarke von dieser Karte entfernen, um in diesem Zug Faith+2 zu erhalten.";"Höre mich Mos...äh Entschuldigung!
Also Jesu...ah fuck warte.
Moham...ne, auch falsch.
Egal wer du bist, glaube! Glaube und bete. Und wer lange genug betet, der wird erhört.";;;;;;0;1;1;0
normal;;Equipment3;Transzendenz;Attribute;;OnlyPrist;;;"Du wirst zu einen Gott.
Du bist kein Mensch mehr.
Du hast +2/0, wenn du gegen Menschen kämpfst.";Kniet vor mir! Und huldigt euren neuen Gott. ;;;;;;0;1;1;0
normal;;Equipment3;Drachentöter Rüstung;Armor;;;+5 / +1;;;"Das Burgunderrot dieser Drachenschuppen ist recht kleidsam.
Perfekt geeignet für den modebewussten Kämpfer.";;;;;+1/+2;0;1;1;0
normal;;Equipment3;Heilige Panzerhandschuhe;Weapon;Zweihändig;;"+8 / -2
Faith+2";;;;;;;;Faith+2;0;1;1;0
normal;;Equipment3;Helm der glücklichen Fügung;Helmet;;;+2 / +2;;Du kannst deinen Fluchtwurf einmal pro Kampf wiederholen.;;;;;;+2/0;0;1;1;0
normal;;Equipment3;Steinschwert;Weapon;;;+10 / -10;;;"Auch bekannt als das ""Sehr schwere Schwert"".";;;;;+3/-3;0;1;1;0
normal;;Equipment3;Wind-Robe;Armor;;OnlyPrist;"+1 / +2
Faith+2";;"Gibt zusätzlich Faith+1, wenn du den ""Wind-Helm"" ausgerüstet hast.";"Im Wind flüstern die Erinnerungen der Zeit.
Ist er dein Freund, lässt er dich fliegen.";;;;;Faith+1;0;1;1;0
normal;TRUE;Equipment3;König der Arena;Helmet;;;+6 / -2;;;"Ihr hab geschwitz, geschrien und gekämpft..., doch ich habe gesiegt!
Verneigt euch ihr Maden!";;;;;+3/0;0;1;1;0
normal;TRUE;Equipment3;Yoga Buch;Artifact;;;+1 / +1;;Du musst eine Runde aussetzen nachdem du das Buch ausgerüsted hast. Gutes Yoga Wissen braucht seine Zeit.;;;;;;;0;1;1;0
normal;TRUE;Library;Opfergaben an das Medium;;;;;;"Während der Ritualvorbereitung können dir andere Spieler Karten, die sie besitzen (Hand und Ausrüstung), auf einen Stapel darbieten.
Solltest du das Ritual erfolgreich beenden, erhälst du all diese Karten.
Solltest du es abbrechen, erhält jeder Spieler seine Opfergaben zurück.";;;;;;;0;1;1;0
normal;TRUE;Library;Opferritual;;;;;;"Jetzt ist die Zeit gekommensich zu entscheiden.

Das Ritual vollführen:
Dein Opfer zieht 7 Fluchkarten und du “Armlos” (Extra Deck).

Das Ritual abbrechen:
Nichts passiert.

Werfe in beiden fällen “Opfergaben an das Medium” und diese Karte ab.";Ein weiterer Arm für den Verfluchten Gott, ein weiterer Schritt für seine Rückkehr.;;;;;;0;1;1;0
normal;TRUE;Library;Fluch Mal;Attribute;;;;;"Am Ende jeder Runde lege eine Zählmarke auf diese Karte, und würfel anschließend einen D20.
Sind die Augen des Würfels kleiner oder gleich der Summe der Zählmarken auf dieser Karte, werfe diese Karte ab und ziehe “Das Mal breitet sich aus” (Extra Deck)";;;;;;;0;1;1;0
normal;TRUE;Library;Das Mal breitet sich aus;Attribute;;;Faith-1;;"Am Ende jeder Runde lege eine Zählmarke auf diese Karte, und würfel anschließend einen D20.
Sind die Augen des Würfels kleiner oder gleich der Summe der Zählmarken auf dieser Karte, werfe diese Karte ab und ziehe “Fluchgeist” (Extra Deck)";;;;;;;0;1;1;0
normal;TRUE;Library;Fluchgeist;;;;;;"Du bist tod und hast das Spiel verloren. Du musst aber nicht der einzige Spieler sein der es verliert.
Werfe deine Karten ab, deine Leiche wird gelooted und verlierst deine Spielfigur.
Ziehe “Handlanger des Verfluchten” (Extra Deck).

Ziehe jede Runde bis zu 4 Zauberkarten nach.
Dein Handkartenlimit ist 6.
Du kannst am Anfang jeder Runde eine beliebige Anzahl von Handkarte abwerfen, befor du neue Karten ziehst.";;;;;;;0;1;1;0
normal;TRUE;Library;Handlanger des Verfluchten;;;;;;"Wenn ein Spieler einen Kampf mit mehr als 5 Kampfstärke verliert (es dazu nicht schafft zu fliehen) an den du mit mindestens 1 Zauberkarte beteiligt bist erhälst dieser “Fluch Mal” (Extra Deck).
Sollte der Spieler bereits ein Fluch Mal haben legt er eine weitere Zählmarke auf diese.";;;;;;;0;1;1;0
normal;TRUE;Library;Armlos;Attribute;;;0 / +3;;"Du kannst nie wieder eine Waffe mit einem deiner Arme tragen.
Ohne deinen Arm bist du aber leichter geworden.

Solltest du deinen zweiten Arm verlieren, so lege “Armloser Yogi” (Extra Deck) oben auf den Tier 4 Stapel.
Du kannst keinen dritten Arm verlieren. Sollte dies passieren ist es nicht möglich oder schlägt fehl.";;;;;;;0;2;1;1
normal;TRUE;Library;Auserwählt;Attribute;;;Faith+1;;;;;;;;;0;3;1;1
normal;TRUE;Library;Ausgebildet;Attribute;;;+1 / 0;Du bist Soldat;;;;;;;;0;6;1;1
normal;TRUE;Library;Ausgehungert;Attribute;;;;;"Wenn du ""Ausgehungert"" erhältst lege 3 Zählmarken auf diese Karte.
Du hast 0/-1 für jede Zählmarke auf dieser Karte.
Entferne am Ende jeder Runde eine Zählmarke von dieser Karte.
Sollte diese Karte keine Zählarken mehr haben wird sie zerstört.";;;;;;;0;2;1;0
normal;TRUE;Library;Gebrochender Arm;Attribute;;;;;"Wenn du ""Gebrochender Arm"" erhältst lege 3 Zählmarken auf diese Karte.
Du kannst einen deiner Arme nicht benutzen solage zählmarken aus dieser Karte liegen.
Entferne am Ende jeder Runde eine Zählmarke von dieser Karte.
Sollte diese Karte keine Zählarken mehr haben wird sie zerstört.";;;;;;;0;2;1;0
normal;TRUE;Library;Dein Begräbnis;;;;;;"Du bist tod und wirst begraben.
Deine Leiche wird gelooted.
Ziehe die Karte ""Der Tod"" (Extra Deck).
Entferne alle Katastrophen vom Spiel und öffne ""Der Anfang vom Ende"".
Ziehe außerdem ""Seelenfänger"", ""Des Todes Maske"", ""Weltenwanderer"", ""Ewiges Gewand"", ""Geduld"", ""Sanduhr"", ""Hunger"", ""Pestilenz"", ""Krieg"" und ""Tod"" aus dem Extra Deck.";;;;;;;0;1;1;0
normal;TRUE;Library;Der Tod;;;;(Monster - Mensch);;"Der Tod gewinnt, wenn alle Spieler tot sind. Sie sterben, wenn du im Kampf gegen sie gewinnst. Du zählst weiterhin als Spieler.
Öffne am Ende deiner Runde eine Katastrophe (Handkarten).
Der Tod gewinnt bei Gleichstand (Außer gegen Priester).";;;;;;;0;1;1;0
normal;TRUE;Library;Ehrfürchtig;Attribute;;;-1 / 0;Gegen Götter;;;;;;;;0;1;2;0
normal;TRUE;Library;Götterschlächter;Attribute;;;+2 / 0;wenn du gegen einen Gott kämpfst;;;;;;;;0;1;1;0
normal;TRUE;Library;Hexer;Attribute;;;+1 / 0;Gegen Ungeheuer;;;;;;;;0;1;1;0
normal;TRUE;Library;Höhentraining;Attribute;;;0 / +2;;;;;;;;;0;1;1;0
normal;TRUE;Library;Klingenwirbel;Attribute;;;+1 / +1;Wenn du zwei einhändige Waffen trägst.;;;;;;;;0;1;1;0
normal;TRUE;Library;Königsmörder;Attribute;;;+2 / 0;"Gegen ""Skelettkrieger"" und den führenden Spieler.";;;;;;;;0;1;1;0
normal;TRUE;Library;Lykanthropie;Attribute;;;0 / -1;;"Lege 3 Zählmarken auf diese Karte, wenn du sie erhältst.
Entferne am Ende jeder Runde eine Zählmarke von dieser Karte.
Sollte diese Karte keine Zählmarken mehr haben, wird sie zerstört und du erhälst ""Werwolf"" (Extra Deck).";;;;;;;0;1;1;0
normal;TRUE;Library;Narben des Krieges;Attribute;;;-1 / 0;;;;;;;;;0;1;1;0
normal;TRUE;Library;Pest;Attribute;;;-2 / -2;;"Wenn du Pest erhältst oder gegen jemanden mit Pest kämpfst, lege 3 Zählmarken auf diese Karte (Maximal 3).
Wenn du gegen einen anderen Spieler kämpfst erhälst dieser nach dem Kampf ""Pest"" (Extra Deck).
Entferne am Ende jeder Runde eine Zählmarke von dieser Karte.
Sollte diese Karte keine Zählmarken mehr haben, wird sie zerstört.";;;;;;;0;6;1;0
normal;TRUE;Library;Vampir;Attribute;;;+2 / 0;Gegen Menschen;Du bist kein Mensch mehr.;;;;;;;0;6;1;0
normal;TRUE;Library;Vampirjäger;Attribute;;;+3 / 0;Gegen Vampire;;;;;;;;0;1;1;0
normal;TRUE;Library;Werwolf;Attribute;;;0 / +4;;Du bist außerdem ein Ungeheuer.;;;;;;;0;1;1;0
normal;TRUE;Library;Zerschmettern;Attribute;;;+1 / 0;Wenn du eine zweihändige Waffe trägst.;;;;;;;;0;1;1;0
normal;TRUE;Library;Bruchstück eines Gottes - Erde;Attribute;;;;Du musst nie wieder Züge aussetzten;;;;;;;;0;1;1;0
normal;TRUE;Library;Bruchstück eines Gottes - Feuer;Attribute;;;+1 / 0;;;;;;;;;0;1;1;0
normal;TRUE;Library;Bruchstück eines Gottes - Licht;Attribute;;;;Ziehe am Anfang jedes Kampfes 1 Segen.;;;;;;;;0;1;1;0
normal;TRUE;Library;Bruchstück eines Gottes - Wasser;Attribute;;;;"Ziehe bei jeden Zauberkartenfeld 3 Zuaberkarten.
Du kannst 4 weitere Handkarten auf der Hand halten.";;;;;;;;0;1;1;0
normal;TRUE;Library;Bruchstück eines Gottes - Wind;Attribute;;;0 / +2;;;;;;;;;0;1;1;0
normal;TRUE;Library;Fangemeinde;Attribute;;;;;"Gibt dir aussließlich während des ""The Grand Tournament"" +2/0.
Lege diese Karte nach dem Ende des Grad Tournaments auf den Ablagestapel.";;;;;;;0;2;1;0
normal;TRUE;Library;Seelenlos;Attribute;;;;Ziehe am Anfang jedes Kampfes 1 Fluch.;;;;;;;;0;1;1;0
normal;TRUE;Library;Verletzter Yogi-Lehrer;;;;;;"Ein schwer verletzter Yogi kommt auf dich zu. Als er dich sieht weiten sich seine Augen und du erkennst das er ebenfalls zwei stümpfe hat.
Er bricht auf den Weg zusammen.
Als du nach ihm schauen willst schreckt er hoch, be­rüh­rt deine Stümpfe mit seinen und faselt dabei etwas unverständliches.
Während seiner prädigt beginnt er Blut zu husten und bricht kurz darauf Tod zusammen. Du merkst das deine Stümpfe kribbeln. Er scheint etwas mit ihnen gemacht zu haben, aber so wie es aussah war sein Ritual unvollständig.
Ziehe “Kribbelne Stümpfe” (Extra Deck).";;;;;;;0;1;1;0
normal;TRUE;Library;Yogi-Lehrer;;;;;;"Als du den Weg entlangschreitest begegnest du auf einmal einer seltsamen Gestalt. Als du ihr nährer kommst siehst du das es sich um einen Mönch handelt und mit erstaunen bemerkst du das ihm ebenfalls beide Arme fehlen.
Er sieht das Leid das dir wiederfahren ist, lächelt dich aber trotzdem mit Herzensgüte an.
Er macht dir das Angebot dir etwas zu lehren. In deiner Misere überlegst du nicht lange und akzeptierst sein Angebot.
Mit geisterhaften Armen die aus seinen Stümpfen wachsen berührt der deine Stümpfe und spricht ein Gebet.
Wie von zauberhand fangen dir auch an Geisterarme zu wachsen, ziehe “Verkümmerte Geisterhände” (Extra Deck).";;;;;;;0;1;1;0
normal;TRUE;Library;Kribbelne Stümpfe;Attribute;;;;;"Am Anfang deines Zuges lege eine Zählmarke auf diese Karte.
Lege außerdem nach jeden Kampf eine Zählmarke auf diese Karte.
Bei  4 Zählmarken werfe diese Karte ab und erhalte “Verkümmerte Geisterhände” (Extra Deck).";;;;;;;0;1;1;0
normal;TRUE;Library;Verkümmerte Geisterhände;Attribute;;;;;"Du kannst “Gewöhnliche” Waffen mit jedem Arm einhändig tragen.

Am Anfang deines Zuges lege eine Zählmarke auf diese Karte.
Lege außerdem nach jeden Kampf eine Zählmarke auf diese Karte.
Bei  4 Zählmarken werfe diese Karte ab und erhalte “Geisterhände” (Extra Deck).
Du zählst für andere Karte nicht mehr als Armlos.";;;;;;;0;1;1;0
normal;TRUE;Library;Geisterhände;Attribute;;;;;"Du kannst bis zu “Seltene” Waffen mit jedem Arm einhändig tragen.
Du kannst “Gewöhnliche” Waffen mit jedem Arm zweihändig tragen.

Am Anfang deines Zuges lege eine Zählmarke auf diese Karte.
Lege außerdem nach jeden Kampf eine Zählmarke auf diese Karte.
Bei  4 Zählmarken werfe diese Karte ab und erhalte “Große Geisterhände” (Extra Deck).
Du zählst für andere Karte nicht mehr als Armlos.";;;;;;;0;1;1;0
normal;TRUE;Library;Große Geisterhände;Attribute;;;;;"Du kannst bis zu “Legendäre” Waffen mit jedem Arm einhändig tragen.
Du kannst  bis zu “Seltene” Waffen mit jedem Arm zweihändig tragen.

Am Anfang deines Zuges lege eine Zählmarke auf diese Karte.
Lege außerdem nach jeden Kampf eine Zählmarke auf diese Karte.
Bei  4 Zählmarken werfe diese Karte ab und erhalte “Vollkommen manifestierte Geisterhände” (Extra Deck).
Du zählst für andere Karte nicht mehr als Armlos.";;;;;;;0;1;1;0
normal;TRUE;Library;Vollkommen manifestierte Geisterhände;Attribute;;;;;"Du kannst alle Waffen ein und zweihändig mit einen Arm tragen.

Du zählst für andere Karte nicht mehr als Armlos.";;;;;;;0;1;1;0
monster;;Monster1;Betrunkender Gaul;;;;;;Hat +1, wenn du Schuhe trägst.;Da er dann auf deine Schuhe kotzt.;5;Animal;"Wenn du ihn besiegst kannst du ihn zähmen.
Erhalte ""2.5 Promille Gaul"".";Er frisst deine Schuhe.;;0;1;1;0
monster;;Monster1;Edward der Lappen;;;;;;"Hat +372 gegen Spielerinnen.
Vampirismus (Wenn du den Kampf verlierst, wirst du zu einem Vampir (Extra Deck)).";"Nach ausführlicher Maniküre sind seine Nägel spitz. Seine vollen roten Lippen versprechen, leicht geöffnet, den süßesten Kuss - den des Todes.
Sage mir junger Sterblicher, lässt du dich verführen?";1;Vampire;1 Ausrüstungskarte (Gewöhnlich);Vampirismus;;0;1;1;0
monster;;Monster1;Einfacher Hausdämon;;;;;;Hat +1, für jeden Ausrüstungsgegenstand, den du trägst.;Der Neid auf all die schönen Sachen, die du trägst, funkelt in seinen Augen.;1;Monster;1 Ausrüstungskarte (Gewöhnlich);;;0;1;1;0
monster;;Monster1;Erd-Elementar;;;;;;Hat die Stufe eines D6.;;D6;God;Ziehe 2 Ausrüstungskarten, wähle 1 (Gewöhnlich);Setze 1 Runde aus.;;0;1;1;0
monster;;Monster1;Bauer Knollennase;;;;;;Hat -2, wenn du keine Ausrüstung trägst, denn er hat Respekt vor Hinterwäldlern.;;3;Human;Erhalte “Zwiebel” (Extra Deck);Bleibe auf dem Feld stehen und ziehe eine Katastrophe;;0;1;;
monster;;Monster1;Fauler Sack;;;;;;Hat -2, wenn du keine Bewegung durch Ausrüstung hast.;Ihm fällt es schwer gegen Gleichgesinnte zu kämpfen.;3;Monster;"1 Ausrüstungskarte (Gewöhnlich).
Ziehe außerdem aus dem Sack eine Zauber-, Aktions- oder Katastrophenkarte.";"Setze eine Runde aus.
Chillen, millen, Bierchen killen.";;0;1;1;0
monster;;Monster1;Feuer-Elementar;;;;;;"Hat +1 gegen Spieler, die Menschen sind.
Denn er ist ihr Gott.

Hat die Stufe eines D4.";;D4;God;1 Ausrüstungskarte (Gewöhnlich);Würfel nächste Runde mit einem D4.;;0;1;1;0
monster;;Monster1;Fremder am Straßenrand;;;;;;"Er fragt dich, ob du ihm Geld leihen kannst.
Er würde dir dafür auch seinen Ring geben.
Er sagt, dass der Ring dir eines Tages vielleicht einmal behilflich sein könnte.";;;Human;"Helfen:
-2 Handkarten
Erhalte ""Ring der Medici"" (Extra Deck)";Ausrauben: 2 Zauberkarten;;0;1;1;0
monster;;Monster1;Goblin;;;;;;"Er sieht schnell, dass er dir unterlegen ist und unterbreitet dir deswegen ein Abgebot:
Wenn du sein armseliges Leben verschonst, gibt er dir als Gegenleistung eine ""Flasche Dämonenfeuer"" (Extra Deck).";Schwach wie er ist, bettelt er um sein Leben. Findest du Barmherzigkeit?;4;Monster;Ziehe 2 Ausrüstungskarten, wähle 1 (Gewöhnlich).;Er versteckt sich. Mische den Goblin zurück in seinen Stapel.;;0;1;1;0
monster;;Monster1;Hase;;;;;;"Er rennt vor dir weg!

Kämpfe nur mit deiner Bewegung gegen ihn.";;3;Animal;"Erhalte ""Hasenpfote"" (Extra Deck).
1 Ausrüstungskarte (Gewöhnlich)";Er rennt vor dir weg, du passierst.;;0;1;1;0
monster;;Monster1;Lebende Rüstung;;;;;;"Sie sucht nach einem würdigen Träger und fordert dich deswegen zum einem Kampf heraus.

Wenn die ""Lebende Rüstung"" den Kampf gewinnt, wird sie zurück in ihren Stapel gemischt.";;6;Monster;"Erhalte ""Belebte Rüstung"" (Extra Deck)";;;0;1;1;0
monster;;Monster1;Lebende Schatzkiste;;;;;;"Hat -1, wenn du Schuhe trägst.
Sie hasst es getreten zu werden.
Sie will dir ihre Schätze freiwillig geben.
Zerstöre sie nicht!";;4;Monster;1 Ausrüstungskarte (Gewöhnlich);2 Ausrüstungskarten (Gewöhnlich);;0;1;1;0
monster;;Monster1;Letzter seines Glaubens;;;;;;Hat +1 für jede offende Katastrophe;;0;Human;irgetwas cooles;alles glaubens karten;;0;0;1;0
monster;;Monster1;Mathematiker;;;;;;Du gewinnst sofort, wenn deine Kampfstärke eine Primzahl ist.;Er liebt sie einfach zu sehr.;8;Human;"Ziehe 2 Ausrüstungskarten, wähle 1 (Gewöhnlich).
Aktiviere eine Aktionskarte";Öffne eine Katastrophe;;0;1;1;0
monster;;Monster1;Platzhalter;;;;;;;"""Text hier einfügen""";2;Monster;1 Ausrüstungskarte (Gewöhnlich);;;0;1;1;0
monster;;Monster1;Reicher Schnösel;;;;;;"Wenn du diesen Kampf verlierst, erhalten alle Spieler außer dir 1 Ausrüstungskarte (Gewöhnlich).
Diese können sie sofort ausrüsten.";"Das ist meine Gang!
Und jetzt rück die Uhr raus!";0;Human;Ziehe 1 Ausrüstungskarte (Selten). ;Werfe 2 Handkarten ab;;0;1;1;0
monster;;Monster1;Späher - Blinder Adler;;;;;;"Ist dein Würfel Ergebnis ungerade, übersieht er dich.
Klaue seinen Schatz.";Er sieht dich... vielleicht.;6;Soldier;"Erhalte ""Tomahawk"" (Extra Deck)";"Deine Augen lassen dich im Stich und du stolperst herum.
Du hast in den nächsten zwei Zügen 0/-3.";;0;1;1;0
monster;;Monster1;Verletzter Vampir;;;;;;"Hat +2, wenn du keine Ausrüstung trägst.
Das gibt ihm Hoffnung den Kampf zu gewinnen.
Vampirismus (Wenn du den Kampf verlierst, wirst du zu einem Vampir (Extra Deck)).";;2;Vampire;1 Ausrüstungskarte (Gewöhnlich);Vampirismus;;0;1;1;0
monster;;Monster1;Wandelnder Albtraum;;;;;;Sollte der Wandelnde Apltraum diesen Kampf gewinnen, so lege ihn offen oben auf den Stapel zurück.;;5;Monster;"Erhalte ""Wiederkehrender Albtraum"" (Extra Deck)";Werfe eine Karte ab;;0;1;1;0
monster;TRUE;Monster1;Lebender Stein;;;;;;(Du kämpfst gegen beide Monster zusammen. Sie haben die Summe ihrer Stärke, Typ, Effekt, Win und Lose Eigenschaften);;4;Monster;2 Zauberkarten;1 Aktionskarte;;0;1;2;0
monster;;Monster2;Brückentroll;;;;;;"Du kannst 2 Handkarte abwerfen, um zu passieren.
Das Angebot gilt auch, nachdem du deine Kampfstärke ausgewürfelt hast, aber der Preis hast sich dann verdoppelt.";;11;Monster;Ziehe 1 Ausrüstungskarten (Legendär);Werfe alle Handkarten ab;;0;1;1;0
monster;;Monster2;Chimäre;;;;;;"Dieses Monster hat den Typ Mensch, Soldat, Vampir, Tier, Gott und Ungeheuer.

Vampirismus (Wenn du den Kampf verlierst, wirst du zu einem Vampir (Extra Deck)).";;8;All;"1 Ausrüstungskarte (Selten)
1 Zauberkarte";Vampirismus;;0;1;1;0
monster;;Monster2;Der Judoka;;;;;;Fairplay: Du kannst gänzlich ohne Ausrüstung und nur mit einem D6 gegen ihn kämpfen um stattdessen bei einem Sieg 2 Ausrüstungskarte (selten) zu erhalten.;Faul und bräsig ist er doch ein nicht zu unterschätzender Gegner, der sich vor allem kleinere und schwächere zum Opfer sucht.;5;Human;Ziehe 2 Ausrüstungskarten, wähle 1 (Gewöhnlich).;Werfe einen Ausrüstungsgegenstand deiner Wahl ab;;0;1;1;0
monster;;Monster2;Die Lady die zieht;;;;;;"In diesen Kampf zählt nur dein Würfelergebnis.

Würfel einen zusätzlichen D4 in diesem Kampf, für jedes Faith, das du besitzt.";"Unbesiegbar?
Verzage nicht edler Sterblicher. Setze all dein Glück in deinen Wurf und mit dem Zug der Lady wirst du auch diese überwinden.";7;God;"1 Ausrüstungskarte (Selten).
Du fügst den ""Heiligen Würfel Secundus"" deiner Hand hinzu.
Ganz egal wo er sich gerade befindet.";Faith+1 bis zum nächsten Zug.;;0;1;1;0
monster;;Monster2;Diebische Elster;;;;;;"Sie klaut dir deine stärkste Waffe und richtet sie gegen dich.
(Du kannst sie in diesen Kampf nicht benutzen und sie zählt für die Kampfstärke der Elster)

Wenn du es schaffst zu fliehen, würfel einen D6. Wenn du eine 6 würfelst, ist die Elster von deiner Tat so verwirrt, dass sie die Waffe einfach liegen lässt und du sie zurückbekommst.";;1;Animal;"Erhalte ""Vogel der Stiehlt""";Sie bringt deine Waffe zum Pissbaum;;0;1;1;0
monster;;Monster2;Fleischfressende Pflanze;;;;;;"Ich will echtes Fleisch!
Hat -2 gegen Veganer.";"Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch, Fleisch
Ich will Fleiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiisch!!!!!";8;Monster;Ziehe 1 Ausrüstungskarte (Selten);Bist du Veganer, so verlierst du deine Klasse;;0;1;1;0
monster;;Monster2;Gargoyle-Nachtform;;;;;;"Wenn die Sonne noch nicht untergegangen ist, lege diese Karte auf den Ablagestapel und kämpfe stattdessen gegen ""Gargoyle Tagform"" (Extra Deck).";;9;Monster;Ziehe 2 Ausrüstungskarten, wähle 1 (Selten).;;;0;1;1;0
